Date,BTC_Price_USD,MSTR_Price_USD,BTC_Momentum_12M,BTC_Volatility_12M,MSTR_to_BTC_Ratio
2021-10-25,63039.82,74.6,5.4764,0.8629,0.001183
2021-10-26,60363.79,73.49,5.4711,0.8629,0.001217
2021-10-27,58482.39,71.5,5.0126,0.8629,0.001223
2021-10-28,60622.14,71.71,5.2311,0.8635,0.001183
2021-10-29,62227.96,71.51,5.5345,0.8633,0.001149
2021-11-01,61004.41,73.61,5.7172,0.8621,0.001207
2021-11-02,63226.4,79.41,5.8855,0.8626,0.001256
2021-11-03,62970.05,81.03,6.1273,0.8615,0.001287
2021-11-04,61452.23,80.0,5.6934,0.8614,0.001302
2021-11-05,61125.68,79.75,5.4169,0.8609,0.001305
2021-11-08,67566.83,86.0,6.1582,0.866,0.001273
2021-11-09,66971.83,85.9,5.587,0.8633,0.001283
2021-11-10,64995.23,81.63,5.8202,0.8612,0.001256
2021-11-11,64949.96,81.84,5.7259,0.8612,0.00126
2021-11-12,64155.94,81.17,5.5461,0.8613,0.001265
2021-11-15,63557.87,79.5,5.5757,0.8612,0.001251
2021-11-16,60161.25,75.2,5.1568,0.8633,0.00125
2021-11-17,60368.01,75.3,5.1627,0.8633,0.001247
2021-11-18,56942.14,72.74,4.7692,0.8656,0.001277
2021-11-19,58119.58,71.83,5.2348,0.8635,0.001236
2021-11-22,56289.29,69.0,4.9372,0.8642,0.001226
2021-11-23,57569.07,69.68,5.0915,0.8644,0.00121
2021-11-24,56280.43,70.09,4.9006,0.8648,0.001245
2021-11-26,53569.77,66.3,4.6507,0.8664,0.001238
2021-11-29,57806.57,69.55,5.1419,0.8693,0.001203
2021-11-30,57005.43,72.14,5.1375,0.8693,0.001266
2021-12-01,57229.83,70.55,4.9313,0.8687,0.001233
2021-12-02,56477.82,68.34,4.865,0.8688,0.00121
2021-12-03,53598.25,63.1,4.7548,0.8699,0.001177
2021-12-06,50582.62,59.65,4.4596,0.8721,0.001179
2021-12-07,50700.09,62.82,4.5332,0.8719,0.001239
2021-12-08,50504.8,63.65,4.4951,0.872,0.00126
2021-12-09,47672.12,59.19,4.2169,0.8741,0.001242
2021-12-10,47243.3,60.08,4.1194,0.8742,0.001272
2021-12-13,46737.48,57.16,4.1228,0.8742,0.001223
2021-12-14,46612.63,58.04,3.9718,0.874,0.001245
2021-12-15,48896.72,59.86,4.2848,0.8749,0.001224
2021-12-16,47665.43,56.69,4.0556,0.8753,0.001189
2021-12-17,46202.14,57.16,3.9798,0.8757,0.001237
2021-12-20,46880.28,54.64,4.0524,0.8758,0.001166
2021-12-21,48936.61,56.75,4.2941,0.8766,0.00116
2021-12-22,48628.51,57.0,4.261,0.8766,0.001172
2021-12-23,50784.54,59.72,4.5244,0.8774,0.001176
2021-12-27,50640.42,60.83,4.5452,0.8774,0.001201
2021-12-28,47588.86,56.8,4.2002,0.8799,0.001193
2021-12-29,46444.71,55.61,4.068,0.8804,0.001197
2021-12-30,47178.12,56.23,4.0324,0.8803,0.001192
2021-12-31,46306.45,54.45,3.8614,0.8805,0.001176
2022-01-03,46458.12,55.83,3.8489,0.8805,0.001202
2022-01-04,45897.57,55.11,3.8126,0.8806,0.001201
2022-01-05,43569.0,50.91,2.9641,0.8716,0.001168
2022-01-06,43160.93,49.86,2.9551,0.8716,0.001155
2022-01-07,41557.9,48.29,2.7438,0.8725,0.001162
2022-01-10,41821.26,48.19,2.7639,0.8725,0.001152
2022-01-11,42735.86,50.66,2.7741,0.8725,0.001185
2022-01-12,43949.1,51.46,2.9079,0.8728,0.001171
2022-01-13,42591.57,48.96,2.8008,0.8735,0.001149
2022-01-14,43099.7,49.96,2.669,0.8724,0.001159
2022-01-18,42375.63,46.83,2.5973,0.8727,0.001105
2022-01-19,41744.33,46.04,2.5982,0.8727,0.001103
2022-01-20,40680.42,45.75,2.4248,0.8729,0.001125
2022-01-21,36457.32,37.59,2.1951,0.8791,0.001031
2022-01-24,36654.33,37.04,2.164,0.8791,0.001011
2022-01-25,36954.0,36.51,2.1359,0.879,0.000988
2022-01-26,36852.12,35.37,2.1313,0.879,0.00096
2022-01-27,37138.23,31.94,2.0306,0.8782,0.00086
2022-01-28,37784.33,33.9,2.151,0.8779,0.000897
2022-01-31,38483.12,36.8,2.2729,0.8778,0.000956
2022-02-01,38743.27,37.3,2.2617,0.8778,0.000963
2022-02-02,36952.98,34.88,2.1877,0.8788,0.000944
2022-02-03,37154.6,34.01,2.1555,0.8787,0.000915
2022-02-04,41500.88,39.16,2.6513,0.8844,0.000944
2022-02-07,43840.29,41.35,2.8161,0.8859,0.000943
2022-02-08,44118.45,42.54,2.8962,0.8857,0.000964
2022-02-09,44338.8,44.66,2.8414,0.8855,0.001007
2022-02-10,43565.11,43.15,2.7296,0.8858,0.00099
2022-02-11,42407.94,41.1,2.5427,0.886,0.000969
2022-02-14,42586.92,40.95,2.7311,0.8845,0.000962
2022-02-15,44575.2,43.72,3.3508,0.8784,0.000981
2022-02-16,43961.86,43.5,3.1821,0.8783,0.000989
2022-02-17,40538.01,40.46,3.0012,0.8815,0.000998
2022-02-18,40030.98,39.6,2.9084,0.8816,0.000989
2022-02-22,38286.03,37.77,2.6944,0.8829,0.000987
2022-02-23,37296.57,36.5,2.5859,0.8834,0.000979
2022-02-24,38332.61,39.7,2.5889,0.8834,0.001036
2022-02-25,39214.22,40.5,2.632,0.8836,0.001033
2022-02-28,43193.23,44.3,2.9356,0.8884,0.001026
2022-03-01,44354.64,46.47,3.051,0.8887,0.001048
2022-03-02,43924.12,45.93,3.0133,0.8888,0.001046
2022-03-03,42451.79,42.87,3.0576,0.8882,0.00101
2022-03-04,39137.61,41.04,2.7138,0.8923,0.001049
2022-03-07,38062.04,38.89,2.7148,0.8923,0.001022
2022-03-08,38737.27,41.04,2.6001,0.8913,0.001059
2022-03-09,41982.93,43.67,2.9263,0.8945,0.00104
2022-03-10,39437.46,42.11,2.6824,0.897,0.001068
2022-03-11,38794.97,39.08,2.5773,0.8971,0.001007
2022-03-14,39666.75,36.99,2.6781,0.8973,0.000933
2022-03-15,39338.79,39.61,2.7044,0.8972,0.001007
2022-03-16,41143.93,42.88,2.8903,0.8981,0.001042
2022-03-17,40951.38,43.41,2.7941,0.898,0.00106
2022-03-18,41801.16,45.43,2.9419,0.8979,0.001087
2022-03-21,41078.0,43.65,2.8502,0.8981,0.001063
2022-03-22,42358.81,45.99,2.8805,0.8983,0.001086
2022-03-23,42892.96,45.07,2.8766,0.8983,0.001051
2022-03-24,43960.93,48.39,2.8044,0.8977,0.001101
2022-03-25,44348.73,47.24,2.8814,0.8976,0.001065
2022-03-28,47128.0,51.0,3.1234,0.8994,0.001082
2022-03-29,47465.73,52.0,3.1291,0.8994,0.001096
2022-03-30,47062.66,50.07,3.1567,0.8993,0.001064
2022-03-31,45538.68,48.63,2.8783,0.8994,0.001068
2022-04-01,46281.64,49.1,2.8839,0.8994,0.001061
2022-04-04,46622.68,50.13,2.6357,0.8967,0.001075
2022-04-05,45555.99,48.73,2.5135,0.8971,0.00107
2022-04-06,43206.74,45.51,2.3412,0.8988,0.001053
2022-04-07,43503.85,46.36,2.3272,0.8988,0.001066
2022-04-08,42287.66,45.32,2.097,0.8985,0.001072
2022-04-11,39521.9,43.64,1.978,0.9007,0.001104
2022-04-12,40127.18,44.35,1.9861,0.9007,0.001105
2022-04-13,41166.73,46.36,2.0389,0.901,0.001126
2022-04-14,39935.52,44.92,1.9472,0.9016,0.001125
2022-04-18,40826.21,44.59,1.9265,0.9014,0.001092
2022-04-19,41502.75,47.11,1.9364,0.9015,0.001135
2022-04-20,41374.38,44.9,1.6556,0.8965,0.001085
2022-04-21,40527.36,42.79,1.6036,0.8968,0.001056
2022-04-22,39740.32,40.91,1.5919,0.8969,0.001029
2022-04-25,40458.31,42.8,1.6459,0.897,0.001058
2022-04-26,38117.46,39.1,1.4277,0.8989,0.001026
2022-04-27,39241.12,38.58,1.4109,0.8986,0.000983
2022-04-28,39773.83,40.05,1.4374,0.8987,0.001007
2022-04-29,38609.82,35.42,1.3097,0.899,0.000917
2022-05-02,38529.33,36.59,1.1835,0.8975,0.00095
2022-05-03,37750.45,34.34,1.1203,0.8978,0.00091
2022-05-04,39698.37,36.64,1.2281,0.8991,0.000923
2022-05-05,36575.14,31.45,0.9642,0.902,0.00086
2022-05-06,36040.92,29.42,0.9626,0.902,0.000816
2022-05-09,30296.95,21.91,0.5856,0.9181,0.000723
2022-05-10,31022.91,22.55,0.6561,0.9182,0.000727
2022-05-11,28936.36,16.82,0.6914,0.9163,0.000581
2022-05-12,29047.75,17.12,0.4801,0.9061,0.000589
2022-05-13,29283.1,20.46,0.5574,0.9051,0.000699
2022-05-16,29862.92,20.15,0.5553,0.905,0.000675
2022-05-17,30425.86,22.49,0.5647,0.9051,0.000739
2022-05-18,28720.27,19.74,0.5359,0.9061,0.000687
2022-05-19,30314.33,21.08,0.5796,0.9073,0.000695
2022-05-20,29200.74,20.27,0.5938,0.9069,0.000694
2022-05-23,29098.91,20.44,0.5683,0.9069,0.000702
2022-05-24,29655.59,19.3,0.6236,0.9069,0.000651
2022-05-25,29562.36,19.81,0.637,0.9068,0.00067
2022-05-26,29267.22,21.61,0.5206,0.9047,0.000738
2022-05-27,28627.57,21.94,0.4744,0.905,0.000766
2022-05-31,31792.31,26.47,0.4919,0.9062,0.000833
2022-06-01,29799.08,23.81,0.3067,0.9062,0.000799
2022-06-02,30467.49,24.45,0.3168,0.9063,0.000802
2022-06-03,29704.39,22.72,0.3026,0.9066,0.000765
2022-06-06,31370.67,23.54,0.319,0.9072,0.000751
2022-06-07,31155.48,24.0,0.3405,0.9069,0.00077
2022-06-08,30214.36,23.29,0.2729,0.9073,0.000771
2022-06-09,30112.0,21.78,0.1118,0.8977,0.000723
2022-06-10,29083.8,20.34,0.0629,0.8983,0.000699
2022-06-13,22487.39,15.22,-0.2203,0.9329,0.000677
2022-06-14,22206.79,15.69,-0.2343,0.933,0.000706
2022-06-15,22572.84,17.13,-0.294,0.9279,0.000759
2022-06-16,20381.65,16.13,-0.4004,0.9313,0.000792
2022-06-17,20471.48,16.76,-0.4441,0.9277,0.000819
2022-06-21,20710.6,17.9,-0.474,0.9253,0.000864
2022-06-22,19987.03,17.09,-0.5101,0.9251,0.000855
2022-06-23,21085.88,18.83,-0.4071,0.9168,0.000893
2022-06-24,21231.66,20.54,-0.3741,0.9157,0.000968
2022-06-27,20735.48,19.67,-0.4443,0.9108,0.000949
2022-06-28,20280.63,18.61,-0.4825,0.9096,0.000918
2022-06-29,20104.02,17.97,-0.4541,0.9076,0.000894
2022-06-30,19784.73,16.43,-0.4515,0.9076,0.00083
2022-07-01,19269.37,16.68,-0.4579,0.9078,0.000865
2022-07-05,20190.12,18.77,-0.345,0.898,0.00093
2022-07-06,20548.25,18.83,-0.3774,0.8955,0.000916
2022-07-07,21637.59,21.95,-0.3315,0.8969,0.001014
2022-07-08,21731.12,22.13,-0.3328,0.8969,0.001018
2022-07-11,19970.56,20.09,-0.3438,0.8983,0.001006
2022-07-12,19323.91,19.25,-0.4226,0.8936,0.000996
2022-07-13,20212.07,19.56,-0.411,0.8945,0.000967
2022-07-14,20569.92,20.46,-0.3867,0.8944,0.000995
2022-07-15,20836.33,21.4,-0.4132,0.8926,0.001027
2022-07-18,22485.69,22.56,-0.3999,0.8943,0.001003
2022-07-19,23389.43,26.72,-0.3666,0.8951,0.001142
2022-07-20,23231.73,28.88,-0.391,0.8945,0.001243
2022-07-21,23164.63,28.97,-0.4986,0.8733,0.001251
2022-07-22,22714.98,28.19,-0.5113,0.8734,0.001241
2022-07-25,21361.7,26.59,-0.5244,0.8749,0.001245
2022-07-26,21239.75,23.76,-0.5567,0.8723,0.001119
2022-07-27,22930.55,26.24,-0.5173,0.8759,0.001144
2022-07-28,23843.89,27.57,-0.5154,0.876,0.001156
2022-07-29,23804.63,28.61,-0.5435,0.874,0.001202
2022-08-01,23314.2,27.57,-0.5489,0.8741,0.001183
2022-08-02,22978.12,27.83,-0.5889,0.8705,0.001211
2022-08-03,22846.51,31.37,-0.5785,0.87,0.001373
2022-08-04,22630.96,30.93,-0.5365,0.864,0.001367
2022-08-05,23289.31,31.92,-0.5315,0.8643,0.00137
2022-08-08,23809.49,33.0,-0.4944,0.8631,0.001386
2022-08-09,23164.32,31.94,-0.5001,0.8634,0.001379
2022-08-10,23947.64,33.58,-0.5175,0.8612,0.001402
2022-08-11,23957.53,33.7,-0.5048,0.8609,0.001407
2022-08-12,24402.82,35.28,-0.5171,0.8599,0.001446
2022-08-15,24136.97,34.91,-0.503,0.8591,0.001446
2022-08-16,23883.29,34.26,-0.5119,0.8591,0.001435
2022-08-17,23336.0,32.52,-0.5533,0.8567,0.001394
2022-08-18,23212.74,32.44,-0.5766,0.8552,0.001397
2022-08-19,20877.55,28.3,-0.6272,0.8611,0.001356
2022-08-22,21398.91,26.81,-0.6298,0.8609,0.001253
2022-08-23,21528.09,26.58,-0.6245,0.8609,0.001235
2022-08-24,21395.02,27.44,-0.6173,0.8606,0.001283
2022-08-25,21600.9,27.28,-0.6197,0.8605,0.001263
2022-08-26,20260.02,24.92,-0.6559,0.8618,0.00123
2022-08-29,20297.99,24.5,-0.6492,0.8617,0.001207
2022-08-30,19796.81,24.02,-0.6607,0.8619,0.001213
2022-08-31,20049.76,23.16,-0.6323,0.8596,0.001155
2022-09-01,20127.14,22.09,-0.6323,0.8596,0.001098
2022-09-02,19969.77,21.81,-0.6216,0.8589,0.001092
2022-09-06,18837.67,20.42,-0.6357,0.8606,0.001084
2022-09-07,19290.32,21.86,-0.6501,0.8584,0.001133
2022-09-08,19329.83,23.45,-0.6653,0.8569,0.001213
2022-09-09,21381.15,26.2,-0.6371,0.8629,0.001225
2022-09-12,22370.45,26.3,-0.6203,0.8642,0.001176
2022-09-13,20296.71,23.12,-0.6565,0.8694,0.001139
2022-09-14,20241.09,22.6,-0.6573,0.8694,0.001116
2022-09-15,19701.21,21.69,-0.6614,0.8696,0.001101
2022-09-16,19772.58,20.63,-0.6472,0.869,0.001044
2022-09-19,19544.13,20.62,-0.6649,0.868,0.001055
2022-09-20,18890.79,19.66,-0.6757,0.8685,0.001041
2022-09-21,18547.4,19.59,-0.6903,0.8681,0.001056
2022-09-22,19413.55,19.23,-0.6943,0.8673,0.000991
2022-09-23,19297.64,19.15,-0.6942,0.8673,0.000992
2022-09-26,19222.67,20.02,-0.6964,0.8672,0.001041
2022-09-27,19110.55,20.61,-0.6896,0.8669,0.001078
2022-09-28,19426.72,22.05,-0.6514,0.8617,0.001135
2022-09-29,19573.05,21.18,-0.6534,0.8616,0.001082
2022-09-30,19431.79,21.23,-0.6395,0.8605,0.001092
2022-10-03,19623.58,22.45,-0.6209,0.8598,0.001144
2022-10-04,20336.84,24.87,-0.602,0.8605,0.001223
2022-10-05,20160.72,24.22,-0.6268,0.8586,0.001201
2022-10-06,19955.44,24.17,-0.6374,0.8584,0.001211
2022-10-07,19546.85,22.03,-0.6435,0.8585,0.001127
2022-10-10,19141.48,22.07,-0.6426,0.8585,0.001153
2022-10-11,19051.42,21.64,-0.6701,0.8549,0.001136
2022-10-12,19157.45,21.84,-0.6651,0.8549,0.00114
2022-10-13,19382.9,22.05,-0.6366,0.8524,0.001138
2022-10-14,19185.66,20.93,-0.6659,0.8489,0.001091
2022-10-17,19550.76,22.11,-0.6533,0.8491,0.001131
2022-10-18,19334.42,23.5,-0.6629,0.8489,0.001215
2022-10-19,19139.54,22.61,-0.6574,0.8486,0.001181
2022-10-20,19053.74,22.1,-0.664,0.8484,0.00116
2022-10-21,19172.47,23.26,-0.6099,0.8368,0.001213
2022-10-24,19345.57,23.76,-0.6109,0.8367,0.001228
2022-10-25,20095.86,26.87,-0.5971,0.8377,0.001337
2022-10-26,20770.44,27.27,-0.5229,0.8277,0.001313
2022-10-27,20285.84,27.06,-0.5272,0.8279,0.001334
2022-10-28,20595.35,28.0,-0.4434,0.815,0.001359
2022-10-31,20495.77,26.75,-0.4974,0.8089,0.001305
2022-11-01,20485.27,25.72,-0.4509,0.8042,0.001256
2022-11-02,20159.5,24.82,-0.4792,0.8034,0.001231
2022-11-03,20209.99,24.84,-0.4737,0.8034,0.001229
2022-11-04,21147.23,27.71,-0.4618,0.8044,0.00131
2022-11-07,20602.82,26.66,-0.464,0.8045,0.001294
2022-11-08,18541.27,21.18,-0.4806,0.8079,0.001143
2022-11-09,15880.78,17.04,-0.5671,0.8218,0.001073
2022-11-10,17586.77,17.5,-0.532,0.828,0.000995
2022-11-11,17034.29,17.52,-0.5655,0.8273,0.001028
2022-11-14,16618.2,16.59,-0.5496,0.8255,0.000998
2022-11-15,16884.61,17.15,-0.4969,0.8205,0.001016
2022-11-16,16669.44,16.94,-0.502,0.8205,0.001016
2022-11-17,16687.52,17.39,-0.5532,0.8129,0.001042
2022-11-18,16697.78,17.01,-0.5451,0.8128,0.001019
2022-11-21,15787.28,15.72,-0.5771,0.8143,0.000996
2022-11-22,16189.77,16.71,-0.5975,0.8112,0.001032
2022-11-23,16610.71,17.64,-0.5889,0.8116,0.001062
2022-11-25,16521.84,18.3,-0.5691,0.8101,0.001108
2022-11-28,16217.32,17.67,-0.5738,0.8102,0.001089
2022-11-29,16444.98,18.2,-0.5405,0.8082,0.001107
2022-11-30,17168.57,19.81,-0.458,0.8005,0.001154
2022-12-01,16967.13,19.9,-0.478,0.8001,0.001173
2022-12-02,17088.66,20.69,-0.4933,0.7992,0.001211
2022-12-05,16974.83,19.57,-0.5103,0.7987,0.001153
2022-12-06,17089.5,19.55,-0.4598,0.7937,0.001144
2022-12-07,16848.13,19.35,-0.5107,0.789,0.001148
2022-12-08,17233.47,20.26,-0.5195,0.7882,0.001175
2022-12-09,17133.15,20.33,-0.5111,0.788,0.001186
2022-12-12,17206.44,19.62,-0.4875,0.7869,0.00114
2022-12-13,17781.32,20.18,-0.4754,0.7876,0.001135
2022-12-14,17815.65,20.27,-0.4796,0.7875,0.001138
2022-12-15,17364.87,18.8,-0.4871,0.7878,0.001083
2022-12-16,16647.48,17.38,-0.4936,0.7884,0.001044
2022-12-19,16439.68,17.02,-0.5136,0.7879,0.001035
2022-12-20,16906.3,16.89,-0.4901,0.7883,0.000999
2022-12-21,16817.54,16.88,-0.4857,0.7882,0.001004
2022-12-22,16830.34,16.62,-0.4872,0.7882,0.000988
2022-12-23,16796.95,16.27,-0.4715,0.7876,0.000968
2022-12-27,16717.17,14.77,-0.468,0.7875,0.000884
2022-12-28,16552.57,13.81,-0.4629,0.7874,0.000834
2022-12-29,16642.34,13.66,-0.4417,0.7868,0.000821
2022-12-30,16602.59,14.16,-0.483,0.7831,0.000853
2023-01-03,16679.86,14.5,-0.4838,0.7831,0.000869
2023-01-04,16863.24,16.51,-0.4978,0.7821,0.000979
2023-01-05,16836.74,15.66,-0.5491,0.7746,0.00093
2023-01-06,16951.97,16.05,-0.5698,0.7726,0.000946
2023-01-09,17196.55,17.5,-0.57,0.7726,0.001018
2023-01-10,17446.29,19.0,-0.5639,0.7728,0.001089
2023-01-11,17934.9,19.48,-0.5754,0.7713,0.001086
2023-01-12,18869.59,21.02,-0.5187,0.7697,0.001114
2023-01-13,19909.57,21.7,-0.4782,0.7713,0.00109
2023-01-17,21161.52,23.59,-0.4676,0.7727,0.001115
2023-01-18,20688.78,22.12,-0.4938,0.7724,0.001069
2023-01-19,21086.79,22.15,-0.5075,0.7711,0.00105
2023-01-20,22676.55,24.0,-0.5109,0.7704,0.001058
2023-01-23,22934.43,25.02,-0.4969,0.7704,0.001091
2023-01-24,22636.47,24.75,-0.5035,0.7705,0.001093
2023-01-25,23117.86,24.58,-0.4797,0.7704,0.001063
2023-01-26,23032.78,24.53,-0.5181,0.7668,0.001065
2023-01-27,23078.73,25.84,-0.4983,0.7659,0.001119
2023-01-30,22840.14,24.57,-0.489,0.7655,0.001076
2023-01-31,23139.28,25.17,-0.4835,0.7656,0.001088
2023-02-01,23723.77,26.79,-0.4922,0.7649,0.001129
2023-02-02,23471.87,29.21,-0.5243,0.7628,0.001245
2023-02-03,23449.32,28.48,-0.5267,0.7628,0.001214
2023-02-06,22760.11,28.2,-0.5229,0.7625,0.001239
2023-02-07,23264.29,28.39,-0.5248,0.7623,0.00122
2023-02-08,22939.4,27.6,-0.5113,0.7614,0.001203
2023-02-09,21819.04,24.9,-0.5552,0.7615,0.001141
2023-02-10,21651.18,24.34,-0.5399,0.7605,0.001124
2023-02-13,21808.1,24.92,-0.5376,0.7605,0.001143
2023-02-14,22220.8,27.11,-0.5451,0.7599,0.00122
2023-02-15,24307.84,29.84,-0.5072,0.7653,0.001228
2023-02-16,23623.47,28.4,-0.5278,0.7656,0.001202
2023-02-17,24565.6,29.41,-0.4752,0.764,0.001197
2023-02-21,24436.35,26.99,-0.4698,0.7639,0.001105
2023-02-22,24188.84,26.86,-0.4786,0.7639,0.00111
2023-02-23,23947.49,26.58,-0.4665,0.7633,0.00111
2023-02-24,23198.13,25.58,-0.4841,0.7639,0.001103
2023-02-27,23522.87,25.86,-0.5005,0.7625,0.0011
2023-02-28,23147.35,26.23,-0.5195,0.7622,0.001133
2023-03-01,23646.55,25.79,-0.5051,0.7626,0.001091
2023-03-02,23475.47,25.29,-0.5033,0.7625,0.001077
2023-03-03,22362.68,24.69,-0.478,0.7578,0.001104
2023-03-06,22429.76,23.75,-0.4488,0.7562,0.001059
2023-03-07,22219.77,23.14,-0.4901,0.753,0.001042
2023-03-08,21718.08,23.27,-0.5162,0.7526,0.001072
2023-03-09,20363.02,21.08,-0.5247,0.7539,0.001035
2023-03-10,20187.24,19.2,-0.522,0.7538,0.000951
2023-03-13,24197.53,22.32,-0.4103,0.7753,0.000922
2023-03-14,24746.07,22.95,-0.4046,0.7755,0.000927
2023-03-15,24375.96,22.75,-0.4434,0.7737,0.000934
2023-03-16,25052.79,24.11,-0.4793,0.7683,0.000962
2023-03-17,27423.93,26.77,-0.4416,0.7735,0.000976
2023-03-20,27767.24,26.4,-0.461,0.7721,0.000951
2023-03-21,28175.82,27.34,-0.4911,0.7687,0.00097
2023-03-22,27307.44,24.69,-0.4925,0.7688,0.000904
2023-03-23,28333.97,26.33,-0.475,0.7698,0.000929
2023-03-24,27493.29,25.67,-0.5217,0.7675,0.000934
2023-03-27,27139.89,23.9,-0.5157,0.7672,0.00088
2023-03-28,27268.13,24.83,-0.525,0.7668,0.00091
2023-03-29,28348.44,28.4,-0.5054,0.7679,0.001002
2023-03-30,28033.56,27.92,-0.5449,0.7644,0.000996
2023-03-31,28478.48,29.23,-0.5409,0.7645,0.001026
2023-04-03,27790.22,29.74,-0.5675,0.7639,0.00107
2023-04-04,28168.09,29.9,-0.5732,0.7636,0.001061
2023-04-05,28177.98,29.08,-0.5471,0.7614,0.001032
2023-04-06,28044.14,29.01,-0.5379,0.7611,0.001034
2023-04-10,29652.98,31.28,-0.5296,0.7623,0.001055
2023-04-11,30235.06,33.24,-0.4991,0.7614,0.001099
2023-04-12,30139.05,32.28,-0.4846,0.7609,0.001071
2023-04-13,30399.07,34.07,-0.4985,0.76,0.001121
2023-04-14,30485.7,33.38,-0.5101,0.7595,0.001095
2023-04-17,29445.04,31.3,-0.5173,0.76,0.001063
2023-04-18,30397.55,32.99,-0.5192,0.7598,0.001085
2023-04-19,28822.68,31.47,-0.5423,0.7615,0.001092
2023-04-20,28245.99,29.47,-0.5404,0.7614,0.001043
2023-04-21,27276.91,29.1,-0.5538,0.7621,0.001067
2023-04-24,27525.34,28.53,-0.5926,0.7552,0.001037
2023-04-25,28307.6,29.09,-0.5773,0.7558,0.001028
2023-04-26,28422.7,29.95,-0.5627,0.7553,0.001054
2023-04-27,29473.79,31.86,-0.5462,0.7563,0.001081
2023-04-28,29340.26,32.84,-0.5427,0.7563,0.001119
2023-05-01,28091.57,30.75,-0.558,0.7574,0.001095
2023-05-02,28680.54,32.8,-0.5233,0.7559,0.001144
2023-05-03,29006.31,30.42,-0.5195,0.756,0.001049
2023-05-04,28847.71,31.22,-0.4934,0.7538,0.001082
2023-05-05,29534.38,32.67,-0.4918,0.7539,0.001106
2023-05-08,27694.27,29.47,-0.508,0.7559,0.001064
2023-05-09,27658.78,30.34,-0.5196,0.7555,0.001097
2023-05-10,27621.76,31.51,-0.5092,0.7553,0.001141
2023-05-11,27000.79,28.74,-0.496,0.754,0.001064
2023-05-12,26804.99,27.1,-0.5363,0.75,0.001011
2023-05-15,27192.69,28.25,-0.523,0.7501,0.001039
2023-05-16,27036.65,27.34,-0.5276,0.7501,0.001011
2023-05-17,27398.8,29.06,-0.5149,0.7501,0.001061
2023-05-18,26832.21,28.76,-0.4994,0.7487,0.001072
2023-05-19,26890.13,28.83,-0.4684,0.7466,0.001072
2023-05-22,26851.28,29.41,-0.4704,0.7466,0.001095
2023-05-23,27225.73,28.93,-0.4609,0.7467,0.001063
2023-05-24,26334.82,28.44,-0.4476,0.7453,0.00108
2023-05-25,26476.21,28.1,-0.4396,0.7453,0.001061
2023-05-26,26719.29,28.51,-0.4283,0.7453,0.001067
2023-05-30,27702.35,29.93,-0.4057,0.7463,0.00108
2023-05-31,27219.66,30.16,-0.4433,0.7448,0.001108
2023-06-01,26819.97,29.99,-0.4373,0.7445,0.001118
2023-06-02,27249.59,30.21,-0.4102,0.7441,0.001109
2023-06-05,25760.1,27.64,-0.4505,0.746,0.001073
2023-06-06,27238.78,29.88,-0.4434,0.7469,0.001097
2023-06-07,26346.0,29.08,-0.4582,0.7475,0.001104
2023-06-08,26508.22,29.09,-0.478,0.7462,0.001098
2023-06-09,26480.38,28.23,-0.4771,0.7462,0.001066
2023-06-12,25902.5,27.77,-0.4557,0.744,0.001072
2023-06-13,25918.73,28.38,-0.4419,0.7437,0.001095
2023-06-14,25124.68,28.29,-0.4675,0.744,0.001126
2023-06-15,25576.39,27.79,-0.4477,0.7441,0.001087
2023-06-16,26327.46,29.34,-0.4333,0.7447,0.001114
2023-06-20,28327.49,31.34,-0.3828,0.7484,0.001106
2023-06-21,30027.3,33.13,-0.3108,0.749,0.001103
2023-06-22,29912.28,32.72,-0.307,0.749,0.001094
2023-06-23,30695.47,32.91,-0.2614,0.7485,0.001072
2023-06-26,30271.13,30.57,-0.2762,0.7486,0.00101
2023-06-27,30688.16,32.49,-0.2819,0.7484,0.001059
2023-06-28,30086.25,32.56,-0.3154,0.7481,0.001082
2023-06-29,30445.35,34.03,-0.2852,0.7476,0.001118
2023-06-30,30477.25,34.24,-0.2929,0.7475,0.001124
2023-07-03,31156.44,37.78,-0.2648,0.7477,0.001213
2023-07-05,30514.17,37.81,-0.269,0.7478,0.001239
2023-07-06,29909.34,37.65,-0.2648,0.7476,0.001259
2023-07-07,30342.27,38.07,-0.1677,0.7398,0.001255
2023-07-10,30414.47,40.77,-0.1702,0.7398,0.001341
2023-07-11,30620.95,41.23,-0.1714,0.7397,0.001346
2023-07-12,30391.65,41.35,-0.1753,0.7398,0.001361
2023-07-13,31476.05,46.18,-0.1525,0.7406,0.001467
2023-07-14,30334.07,45.89,-0.1972,0.7413,0.001513
2023-07-17,30145.89,44.99,-0.2166,0.741,0.001492
2023-07-18,29856.56,44.58,-0.2294,0.7411,0.001493
2023-07-19,29913.92,45.31,-0.1905,0.7396,0.001515
2023-07-20,29792.02,44.08,-0.1982,0.7396,0.00148
2023-07-21,29908.74,43.67,-0.2793,0.7311,0.00146
2023-07-24,29176.92,43.09,-0.3345,0.7294,0.001477
2023-07-25,29227.39,43.68,-0.3375,0.7293,0.001495
2023-07-26,29354.97,44.35,-0.3379,0.7293,0.001511
2023-07-27,29210.69,42.62,-0.3295,0.7292,0.001459
2023-07-28,29319.25,43.46,-0.3086,0.7287,0.001482
2023-07-31,29230.11,43.79,-0.3136,0.7287,0.001498
